,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,timezone,visibility,weather,wind
134,,,404,,,,,city not found,,,,,,,
135,,,404,,,,,city not found,,,,,,,
136,stations,{'all': 20},200,"{'lon': -25.43, 'lat': 37.72}",1561859623.0,3372472.0,"{'temp': 62.6, 'pressure': 1024, 'humidity': 82, 'temp_min': 62.6, 'temp_max': 62.6}",,Vila Franca do Campo,,"{'type': 1, 'id': 6899, 'message': 0.008, 'country': 'PT', 'sunrise': 1561875777, 'sunset': 1561928845}",0.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 3.36, 'deg': 360}"
137,stations,{'all': 19},200,"{'lon': 23.04, 'lat': 69.01}",1561859623.0,779330.0,"{'temp': 39.87, 'pressure': 1001.28, 'humidity': 68, 'temp_min': 39.87, 'temp_max': 39.87, 'sea_level': 1001.28, 'grnd_level': 951.47}",,Kautokeino,,"{'message': 0.0076, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 8.95, 'deg': 256.937}"
138,stations,{'all': 0},200,"{'lon': 78.7, 'lat': 67.47}",1561859623.0,1489853.0,"{'temp': 47.64, 'pressure': 1017.79, 'humidity': 51, 'temp_min': 47.64, 'temp_max': 47.64, 'sea_level': 1017.79, 'grnd_level': 1016.81}",,Tazovskiy,,"{'message': 0.0067, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",18000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.67, 'deg': 350.653}"
139,stations,{'all': 17},200,"{'lon': -36.43, 'lat': -10.41}",1561859623.0,3454005.0,"{'temp': 75.92, 'pressure': 1016.63, 'humidity': 83, 'temp_min': 75.92, 'temp_max': 75.92, 'sea_level': 1016.63, 'grnd_level': 1014.92}",,Piacabucu,{'3h': 0.25},"{'message': 0.0168, 'country': 'BR', 'sunrise': 1561797805, 'sunset': 1561839275}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 11.32, 'deg': 116.433}"
140,stations,{'all': 0},200,"{'lon': -9.45, 'lat': 38.8}",1561859352.0,2269142.0,"{'temp': 63.48, 'pressure': 1017, 'humidity': 82, 'temp_min': 62.01, 'temp_max': 66}",,Colares,,"{'type': 1, 'id': 6901, 'message': 0.0079, 'country': 'PT', 'sunrise': 1561871743, 'sunset': 1561925207}",3600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 14.99, 'deg': 330}"
141,stations,{'all': 52},200,"{'lon': 30.2, 'lat': 61.52}",1561859624.0,537147.0,"{'temp': 56.07, 'pressure': 1001, 'humidity': 80, 'temp_min': 55, 'temp_max': 57}",,Lakhdenpokhya,,"{'type': 3, 'id': 203273, 'message': 0.0068, 'country': 'RU', 'sunrise': 1561854069, 'sunset': 1561923847}",10800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 1.01, 'deg': 316, 'gust': 1.34}"
142,stations,{'all': 0},200,"{'lon': 3.47, 'lat': 43.97}",1561859624.0,2969157.0,"{'temp': 74.71, 'pressure': 1017, 'humidity': 73, 'temp_min': 73.4, 'temp_max': 75.99}",,Estelle,,"{'type': 1, 'id': 6518, 'message': 0.0082, 'country': 'FR', 'sunrise': 1561867583, 'sunset': 1561923165}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 350}"
143,stations,{'all': 40},200,"{'lon': -93.6, 'lat': 16.38}",1561859624.0,3530097.0,"{'temp': 78.8, 'pressure': 1015, 'humidity': 65, 'temp_min': 78.8, 'temp_max': 78.8}",,Champerico,,"{'type': 1, 'id': 7162, 'message': 0.007, 'country': 'MX', 'sunrise': 1561808695, 'sunset': 1561855830}",-18000.0,12874.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 10.29, 'deg': 300}"
144,,,404,,,,,city not found,,,,,,,
145,stations,{'all': 6},200,"{'lon': 80.55, 'lat': 73.51}",1561859624.0,1507390.0,"{'temp': 34.65, 'pressure': 1015.71, 'humidity': 90, 'temp_min': 34.65, 'temp_max': 34.65, 'sea_level': 1015.71, 'grnd_level': 1015.53}",,Dikson,,"{'message': 0.006, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",25200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.66, 'deg': 304.371}"
146,stations,{'all': 100},200,"{'lon': 122.14, 'lat': 10.59}",1561859624.0,1689597.0,"{'temp': 79.67, 'pressure': 1007.32, 'humidity': 88, 'temp_min': 79.67, 'temp_max': 79.67, 'sea_level': 1007.32, 'grnd_level': 996.12}",,San Joaquin,{'3h': 3.625},"{'message': 0.009, 'country': 'PH', 'sunrise': 1561843965, 'sunset': 1561889814}",28800.0,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 12.62, 'deg': 212.111}"
147,stations,{'all': 0},200,"{'lon': 15.16, 'lat': -26.65}",1561859625.0,3355672.0,"{'temp': 50, 'pressure': 1017, 'humidity': 87, 'temp_min': 50, 'temp_max': 50}",,Luderitz,,"{'type': 1, 'id': 2260, 'message': 0.0083, 'country': 'NA', 'sunrise': 1561873700, 'sunset': 1561911436}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.12, 'deg': 40}"
148,stations,{'all': 90},200,"{'lon': -17.92, 'lat': 28.66}",1561859625.0,2514651.0,"{'temp': 69.8, 'pressure': 1021, 'humidity': 64, 'temp_min': 69.8, 'temp_max': 69.8}",,Los Llanos de Aridane,,"{'type': 1, 'id': 2377, 'message': 0.0066, 'country': 'ES', 'sunrise': 1561875404, 'sunset': 1561925612}",3600.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 8.05, 'deg': 330}"
149,,,404,,,,,city not found,,,,,,,
150,stations,{'all': 79},200,"{'lon': 73.08, 'lat': -0.6}",1561859419.0,1282256.0,"{'temp': 83.84, 'pressure': 1009.85, 'humidity': 69, 'temp_min': 83.84, 'temp_max': 83.84, 'sea_level': 1009.85, 'grnd_level': 1009.82}",,Hithadhoo,,"{'message': 0.0064, 'country': 'MV', 'sunrise': 1561856910, 'sunset': 1561900420}",18000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 16.96, 'deg': 335.139}"
151,stations,{'all': 0},200,"{'lon': 87.89, 'lat': 25.65}",1561859625.0,1259047.0,"{'temp': 92.16, 'pressure': 999.46, 'humidity': 59, 'temp_min': 92.16, 'temp_max': 92.16, 'sea_level': 999.46, 'grnd_level': 995.98}",,Jian,,"{'message': 0.0068, 'country': 'IN', 'sunrise': 1561850413, 'sunset': 1561899808}",19800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 9.78, 'deg': 100.476}"
152,stations,{'all': 0},200,"{'lon': 141.45, 'lat': -31.97}",1561859625.0,2173911.0,"{'temp': 51.8, 'pressure': 1026, 'humidity': 62, 'temp_min': 51.8, 'temp_max': 51.8}",,Broken Hill,,"{'type': 1, 'id': 9491, 'message': 0.0065, 'country': 'AU', 'sunrise': 1561844116, 'sunset': 1561880393}",34200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 280}"
153,stations,{'all': 99},200,"{'lon': 7.07, 'lat': 5.43}",1561859626.0,2337542.0,"{'temp': 73.71, 'pressure': 1013.51, 'humidity': 95, 'temp_min': 73.71, 'temp_max': 73.71, 'sea_level': 1013.51, 'grnd_level': 1003.48}",,Naze,,"{'message': 0.007, 'country': 'NG', 'sunrise': 1561872132, 'sunset': 1561916888}",3600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 3.15, 'deg': 227.934}"
154,stations,{'all': 40},200,"{'lon': -63.06, 'lat': 18.22}",1561859612.0,3573374.0,"{'temp': 82.13, 'pressure': 1019, 'humidity': 78, 'temp_min': 82, 'temp_max': 82.4}",,The Valley,,"{'type': 1, 'id': 8801, 'message': 0.0076, 'country': 'AI', 'sunrise': 1561801151, 'sunset': 1561848713}",-14400.0,10000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]","{'speed': 11.41, 'deg': 50}"
155,stations,{'all': 100},200,"{'lon': -52.33, 'lat': 4.94}",1561859626.0,3382160.0,"{'temp': 75.2, 'pressure': 1013, 'humidity': 94, 'temp_min': 75.2, 'temp_max': 75.2}",,Cayenne,{'3h': 3.438},"{'type': 1, 'id': 8669, 'message': 0.0069, 'country': 'GF', 'sunrise': 1561800028, 'sunset': 1561844685}",-10800.0,10000.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 2.89, 'deg': 118.433}"
156,stations,{'all': 95},200,"{'lon': 27.85, 'lat': 71.03}",1561859626.0,778707.0,"{'temp': 38.46, 'pressure': 995.33, 'humidity': 89, 'temp_min': 38.46, 'temp_max': 38.46, 'sea_level': 995.33, 'grnd_level': 980.38}",,Mehamn,{'3h': 0.562},"{'message': 0.0079, 'country': 'NO', 'sunrise': 0, 'sunset': 0}",7200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 29.19, 'deg': 226.434}"
157,stations,{'all': 0},200,"{'lon': 26.37, 'lat': 38.98}",1561859626.0,254949.0,"{'temp': 70.85, 'pressure': 1014.17, 'humidity': 57, 'temp_min': 70.85, 'temp_max': 70.85, 'sea_level': 1014.17, 'grnd_level': 1013.03}",,Plomarion,,"{'message': 0.0065, 'country': 'GR', 'sunrise': 1561863110, 'sunset': 1561916644}",10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.4, 'deg': 34.301}"
158,,,404,,,,,city not found,,,,,,,
159,stations,{'all': 100},200,"{'lon': -159.78, 'lat': -21.21}",1561859626.0,4035715.0,"{'temp': 73.4, 'pressure': 1018, 'humidity': 53, 'temp_min': 73.4, 'temp_max': 73.4}",,Avarua,{'3h': 0.125},"{'type': 1, 'id': 7271, 'message': 0.0079, 'country': 'CK', 'sunrise': 1561828612, 'sunset': 1561867683}",-36000.0,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 11.41, 'deg': 100}"
160,stations,{'all': 40},200,"{'lon': -88.94, 'lat': 16.17}",1561859627.0,3581398.0,"{'temp': 78.8, 'pressure': 1014, 'humidity': 94, 'temp_min': 78.8, 'temp_max': 78.8}",,Laguna,,"{'type': 1, 'id': 7081, 'message': 0.0065, 'country': 'BZ', 'sunrise': 1561807600, 'sunset': 1561854688}",-21600.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 0.58, 'deg': 36.781}"
161,stations,{'all': 100},200,"{'lon': -77.67, 'lat': 2.77}",1561859627.0,3667070.0,"{'temp': 79.59, 'pressure': 1012.35, 'humidity': 84, 'temp_min': 79.59, 'temp_max': 79.59, 'sea_level': 1012.35, 'grnd_level': 1011.45}",,Timbiqui,{'3h': 2.5},"{'message': 0.0068, 'country': 'CO', 'sunrise': 1561806336, 'sunset': 1561850542}",-18000.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 16.98, 'deg': 214.82}"
162,stations,{'all': 64},200,"{'lon': 121.89, 'lat': -33.86}",1561859627.0,2071860.0,"{'temp': 53.6, 'pressure': 1019, 'humidity': 71, 'temp_min': 53.6, 'temp_max': 53.6}",,Esperance,,"{'type': 1, 'id': 9525, 'message': 0.0066, 'country': 'AU', 'sunrise': 1561849090, 'sunset': 1561884809}",28800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 18.34, 'deg': 300}"
163,stations,{'all': 0},200,"{'lon': 156.12, 'lat': 50.68}",1561859627.0,2121385.0,"{'temp': 43.61, 'pressure': 1012.77, 'humidity': 90, 'temp_min': 43.61, 'temp_max': 43.61, 'sea_level': 1012.77, 'grnd_level': 1012.86}",,Severo-Kurilsk,,"{'message': 0.0065, 'country': 'RU', 'sunrise': 1561829150, 'sunset': 1561888317}",39600.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.86, 'deg': 291.915}"
164,stations,{'all': 43},200,"{'lon': 54.6, 'lat': 57.67}",1561859627.0,574620.0,"{'temp': 57.83, 'pressure': 1003.63, 'humidity': 85, 'temp_min': 57.83, 'temp_max': 57.83, 'sea_level': 1003.63, 'grnd_level': 980.54}",,Bolshaya Sosnova,,"{'message': 0.0095, 'country': 'RU', 'sunrise': 1561850711, 'sunset': 1561915491}",18000.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 8.61, 'deg': 217.204}"
165,stations,{'all': 0},200,"{'lon': 102.28, 'lat': 60.35}",1561859627.0,2013727.0,"{'temp': 86.06, 'pressure': 1011.73, 'humidity': 34, 'temp_min': 86.06, 'temp_max': 86.06, 'sea_level': 1011.73, 'grnd_level': 976.41}",,Vanavara,,"{'message': 0.0077, 'country': 'RU', 'sunrise': 1561837643, 'sunset': 1561905670}",25200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.79, 'deg': 93.852}"
166,stations,{'all': 0},200,"{'lon': -45.44, 'lat': -23.68}",1561859628.0,6322184.0,"{'temp': 64.4, 'pressure': 1020, 'humidity': 77, 'temp_min': 64.4, 'temp_max': 64.4}",,Porto Novo,,"{'type': 1, 'id': 8434, 'message': 0.0071, 'country': 'BR', 'sunrise': 1561801467, 'sunset': 1561839938}",-10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.24, 'deg': 100}"
167,stations,{'all': 0},200,"{'lon': 7.64, 'lat': 46.78}",1561859628.0,2658494.0,"{'temp': 66.29, 'pressure': 1018, 'humidity': 93, 'temp_min': 62.01, 'temp_max': 72}",,Steffisburg,,"{'type': 1, 'id': 6937, 'message': 0.0079, 'country': 'CH', 'sunrise': 1561865906, 'sunset': 1561922840}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",{'speed': 1.12}
168,stations,{'all': 0},200,"{'lon': -71.34, 'lat': -29.95}",1561859628.0,3893629.0,"{'temp': 50, 'pressure': 1019, 'humidity': 93, 'temp_min': 50, 'temp_max': 50}",,Coquimbo,,"{'type': 1, 'id': 8514, 'message': 0.0068, 'country': 'CL', 'sunrise': 1561808499, 'sunset': 1561845340}",-14400.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 110}"
169,stations,{'all': 19},200,"{'lon': 110.28, 'lat': -7.95}",1561859628.0,1650434.0,"{'temp': 75.74, 'pressure': 1012.7, 'humidity': 76, 'temp_min': 75.74, 'temp_max': 75.74, 'sea_level': 1012.7, 'grnd_level': 1012.2}",,Bambanglipuro,,"{'message': 0.0068, 'country': 'ID', 'sunrise': 1561848741, 'sunset': 1561890732}",25200.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 17.27, 'deg': 126.52}"
170,stations,{'all': 1},200,"{'lon': -74.98, 'lat': 39.31}",1561859628.0,4501427.0,"{'temp': 72.16, 'pressure': 1014, 'humidity': 100, 'temp_min': 70, 'temp_max': 75}",,Port Elizabeth,,"{'type': 1, 'id': 4902, 'message': 0.0095, 'country': 'US', 'sunrise': 1561800954, 'sunset': 1561854633}",-14400.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.62, 'deg': 254.039}"
171,stations,{'all': 75},200,"{'lon': 74.49, 'lat': 15.34}",1561859628.0,1273574.0,"{'temp': 69.8, 'pressure': 1010, 'humidity': 100, 'temp_min': 69.8, 'temp_max': 69.8}",,Vaini,,"{'type': 1, 'id': 9229, 'message': 0.0067, 'country': 'IN', 'sunrise': 1561854880, 'sunset': 1561901774}",19800.0,5000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 6.67, 'deg': 275.508}"
172,stations,{'all': 0},200,"{'lon': -67.48, 'lat': -45.87}",1561859629.0,3860443.0,"{'temp': 35.6, 'pressure': 1016, 'humidity': 74, 'temp_min': 35.6, 'temp_max': 35.6}",,Comodoro Rivadavia,,"{'type': 1, 'id': 8284, 'message': 0.0064, 'country': 'AR', 'sunrise': 1561810352, 'sunset': 1561841634}",-10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.82, 'deg': 290}"
173,stations,{'all': 40},200,"{'lon': 79.88, 'lat': 6.77}",1561859629.0,1234633.0,"{'temp': 84.2, 'pressure': 1009, 'humidity': 79, 'temp_min': 84.2, 'temp_max': 84.2}",,Moratuwa,,"{'type': 1, 'id': 9098, 'message': 0.0064, 'country': 'LK', 'sunrise': 1561854514, 'sunset': 1561899552}",19800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.93, 'deg': 250}"
174,stations,{'all': 0},200,"{'lon': -114.04, 'lat': 27.97}",1561859629.0,4021858.0,"{'temp': 68.31, 'pressure': 1012.11, 'humidity': 73, 'temp_min': 68.31, 'temp_max': 68.31, 'sea_level': 1012.11, 'grnd_level': 1012.38}",,Guerrero Negro,,"{'message': 0.0066, 'country': 'MX', 'sunrise': 1561812154, 'sunset': 1561862183}",-21600.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 22.44, 'deg': 316.698}"
175,stations,{'all': 1},200,"{'lon': -83.4, 'lat': 41.91}",1561859629.0,5002344.0,"{'temp': 79.27, 'pressure': 1016, 'humidity': 69, 'temp_min': 75, 'temp_max': 84.2}",,Monroe,,"{'type': 1, 'id': 3875, 'message': 0.0106, 'country': 'US', 'sunrise': 1561802458, 'sunset': 1561857170}",-14400.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.2, 'deg': 330.464}"
176,,,404,,,,,city not found,,,,,,,
177,stations,{'all': 33},200,"{'lon': 36.89, 'lat': -17.88}",1561859629.0,1028434.0,"{'temp': 65.88, 'pressure': 1020.01, 'humidity': 91, 'temp_min': 65.88, 'temp_max': 65.88, 'sea_level': 1020.01, 'grnd_level': 1019.55}",,Quelimane,,"{'message': 0.0072, 'country': 'MZ', 'sunrise': 1561867429, 'sunset': 1561907275}",7200.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 2.42, 'deg': 294.339}"
178,stations,{'all': 29},200,"{'lon': 114.59, 'lat': -3.32}",1561859629.0,1650213.0,"{'temp': 83.09, 'pressure': 1011.07, 'humidity': 61, 'temp_min': 83.09, 'temp_max': 83.09, 'sea_level': 1011.07, 'grnd_level': 1010.67}",,Banjarmasin,,"{'message': 0.0069, 'country': 'ID', 'sunrise': 1561847227, 'sunset': 1561890177}",28800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.41, 'deg': 142.4}"
179,stations,{'all': 14},200,"{'lon': -39.92, 'lat': -2.92}",1561859630.0,3393692.0,"{'temp': 72.61, 'pressure': 1014, 'humidity': 94, 'temp_min': 72.61, 'temp_max': 72.61, 'sea_level': 1014, 'grnd_level': 1010.12}",,Itarema,{'3h': 0.125},"{'message': 0.0058, 'country': 'BR', 'sunrise': 1561797862, 'sunset': 1561840894}",-10800.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 6.04, 'deg': 117.933}"
180,stations,{'all': 75},200,"{'lon': 141.86, 'lat': 39.28}",1561859630.0,2112444.0,"{'temp': 66.2, 'pressure': 999, 'humidity': 93, 'temp_min': 66.2, 'temp_max': 66.2}",,Kamaishi,,"{'type': 1, 'id': 8047, 'message': 0.0062, 'country': 'JP', 'sunrise': 1561835328, 'sunset': 1561888984}",32400.0,6000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 2.24}
181,stations,{'all': 20},200,"{'lon': -76.45, 'lat': 18.18}",1561859630.0,3489005.0,"{'temp': 86, 'pressure': 1015, 'humidity': 62, 'temp_min': 86, 'temp_max': 86}",,Port Antonio,,"{'type': 1, 'id': 7105, 'message': 0.0071, 'country': 'JM', 'sunrise': 1561804370, 'sunset': 1561851922}",-18000.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]","{'speed': 23.04, 'deg': 130}"
182,stations,{'all': 75},200,"{'lon': 144.15, 'lat': 43.11}",1561859630.0,2129072.0,"{'temp': 62.6, 'pressure': 1005, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}",,Kushiro,,"{'type': 1, 'id': 7977, 'message': 0.0074, 'country': 'JP', 'sunrise': 1561834000, 'sunset': 1561889213}",32400.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 180}"
183,stations,{'all': 83},200,"{'lon': 172.79, 'lat': 3.07}",1561859630.0,2110227.0,"{'temp': 83.97, 'pressure': 1008, 'humidity': 66, 'temp_min': 83.97, 'temp_max': 83.97, 'sea_level': 1008, 'grnd_level': 1007.99}",,Butaritari,{'3h': 0.188},"{'message': 0.0059, 'country': 'KI', 'sunrise': 1561832598, 'sunset': 1561876865}",43200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4.36, 'deg': 327.159}"
184,stations,{'all': 75},200,"{'lon': -52.73, 'lat': 47.66}",1561859630.0,6167817.0,"{'temp': 49.33, 'pressure': 1014, 'humidity': 100, 'temp_min': 46.99, 'temp_max': 52}",,Torbay,,"{'type': 1, 'id': 998, 'message': 0.0067, 'country': 'CA', 'sunrise': 1561793738, 'sunset': 1561851167}",-9000.0,24140.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 130}"
185,stations,{'all': 75},200,"{'lon': 92.75, 'lat': 11.67}",1561859350.0,1259385.0,"{'temp': 84.2, 'pressure': 1006, 'humidity': 79, 'temp_min': 84.2, 'temp_max': 84.2}",,Port Blair,,"{'type': 1, 'id': 9215, 'message': 0.0082, 'country': 'IN', 'sunrise': 1561850902, 'sunset': 1561896986}",19800.0,5000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 11.41, 'deg': 240, 'gust': 8.2}"
186,stations,{'all': 75},200,"{'lon': -135.06, 'lat': 60.72}",1561859631.0,6180550.0,"{'temp': 80.55, 'pressure': 1019, 'humidity': 34, 'temp_min': 80.01, 'temp_max': 81}",,Whitehorse,,"{'type': 1, 'id': 983, 'message': 0.0081, 'country': 'CA', 'sunrise': 1561807920, 'sunset': 1561876509}",-25200.0,48279.0,"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]","{'speed': 4.7, 'deg': 300}"
187,stations,{'all': 100},200,"{'lon': -1.35, 'lat': 60.4}",1561859631.0,2654970.0,"{'temp': 53.6, 'pressure': 1004, 'humidity': 100, 'temp_min': 53.6, 'temp_max': 53.6}",,Brae,,"{'type': 1, 'id': 1447, 'message': 0.0068, 'country': 'GB', 'sunrise': 1561862496, 'sunset': 1561930566}",3600.0,4800.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]","{'speed': 4.7, 'deg': 20}"
188,stations,{'all': 75},200,"{'lon': -76.51, 'lat': 38.47}",1561859631.0,4350049.0,"{'temp': 75.96, 'pressure': 1016, 'humidity': 88, 'temp_min': 71.01, 'temp_max': 82}",,Saint Leonard,{'1h': 2.03},"{'type': 1, 'id': 4003, 'message': 0.0099, 'country': 'US', 'sunrise': 1561801478, 'sunset': 1561854843}",-14400.0,16093.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11n'}]","{'speed': 5.82, 'deg': 200}"
189,stations,{'all': 68},200,"{'lon': 120.52, 'lat': 17.54}",1561859631.0,1688687.0,"{'temp': 85.82, 'pressure': 1004.57, 'humidity': 69, 'temp_min': 85.82, 'temp_max': 85.82, 'sea_level': 1004.57, 'grnd_level': 990.71}",,San Quintin,,"{'message': 0.0058, 'country': 'PH', 'sunrise': 1561843579, 'sunset': 1561890977}",28800.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.88, 'deg': 237.944}"
190,stations,{'all': 0},200,"{'lon': 33.59, 'lat': -16.16}",1561859631.0,1026014.0,"{'temp': 59, 'pressure': 1021, 'humidity': 87, 'temp_min': 59, 'temp_max': 59}",,Tete,,"{'type': 1, 'id': 2212, 'message': 0.008, 'country': 'MZ', 'sunrise': 1561868029, 'sunset': 1561908260}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 340}"
191,stations,{'all': 0},200,"{'lon': 32.9, 'lat': 24.09}",1561859631.0,359792.0,"{'temp': 87.8, 'pressure': 1006, 'humidity': 23, 'temp_min': 87.8, 'temp_max': 87.8}",,Aswan,,"{'type': 1, 'id': 2526, 'message': 0.0085, 'country': 'EG', 'sunrise': 1561863817, 'sunset': 1561912803}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 11.41, 'deg': 320}"
192,stations,{'all': 33},200,"{'lon': 115.51, 'lat': -2.54}",1561859632.0,1641899.0,"{'temp': 86.52, 'pressure': 1010.87, 'humidity': 44, 'temp_min': 86.52, 'temp_max': 86.52, 'sea_level': 1010.87, 'grnd_level': 997.72}",,Labuhan,,"{'message': 0.0068, 'country': 'ID', 'sunrise': 1561846925, 'sunset': 1561890036}",28800.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.68, 'deg': 270.287}"
193,stations,{'all': 75},200,"{'lon': -51.1, 'lat': 69.22}",1561859632.0,3423146.0,"{'temp': 39.2, 'pressure': 1018, 'humidity': 86, 'temp_min': 39.2, 'temp_max': 39.2}",,Ilulissat,,"{'type': 1, 'id': 165, 'message': 0.0062, 'country': 'GL', 'sunrise': 0, 'sunset': 0}",-7200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 220}"
