,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,timezone,visibility,weather,wind
280,stations,{'all': 52},200,"{'lon': 6.73, 'lat': 7.11}",1561859645.0,2339156.0,"{'temp': 72.39, 'pressure': 1013.5, 'humidity': 98, 'temp_min': 72.39, 'temp_max': 72.39, 'sea_level': 1013.5, 'grnd_level': 1002.83}",,Idah,{'3h': 0.125},"{'message': 0.0058, 'country': 'NG', 'sunrise': 1561872037, 'sunset': 1561917145}",3600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 4.88, 'deg': 267.526}"
281,stations,{'all': 75},200,"{'lon': 99.07, 'lat': 9.95}",1561859645.0,1152432.0,"{'temp': 84.2, 'pressure': 1009, 'humidity': 83, 'temp_min': 84.2, 'temp_max': 84.2}",,Lang Suan,,"{'type': 1, 'id': 9269, 'message': 0.0085, 'country': 'TH', 'sunrise': 1561849571, 'sunset': 1561895283}",25200.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.93, 'deg': 230}"
282,,,404,,,,,city not found,,,,,,,
283,stations,{'all': 40},200,"{'lon': 96.13, 'lat': 4.14}",1561859645.0,1214488.0,"{'temp': 81.16, 'pressure': 1010.22, 'humidity': 74, 'temp_min': 81.16, 'temp_max': 81.16, 'sea_level': 1010.22, 'grnd_level': 1009.9}",,Meulaboh,,"{'message': 0.0063, 'country': 'ID', 'sunrise': 1561850888, 'sunset': 1561895377}",25200.0,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 5.3, 'deg': 53.217}"
284,stations,{'all': 0},200,"{'lon': -51.99, 'lat': -6.64}",1561859645.0,3388847.0,"{'temp': 71.08, 'pressure': 1013.75, 'humidity': 78, 'temp_min': 71.08, 'temp_max': 71.08, 'sea_level': 1013.75, 'grnd_level': 984.09}",,Sao Felix do Xingu,,"{'message': 0.0058, 'country': 'BR', 'sunrise': 1561801144, 'sunset': 1561843406}",-10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.15, 'deg': 109.154}"
285,stations,{'all': 75},200,"{'lon': 115.24, 'lat': 5.28}",1561859646.0,1733782.0,"{'temp': 83.16, 'pressure': 1009, 'humidity': 83, 'temp_min': 82, 'temp_max': 84.2}",,Victoria,,"{'type': 1, 'id': 9372, 'message': 0.009, 'country': 'BN', 'sunrise': 1561846183, 'sunset': 1561890909}",28800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 2.24}
286,stations,{'all': 0},200,"{'lon': 30.02, 'lat': 63.32}",1561859646.0,648090.0,"{'temp': 47.46, 'pressure': 1000.22, 'humidity': 90, 'temp_min': 47.46, 'temp_max': 47.46, 'sea_level': 1000.22, 'grnd_level': 982.76}",,Lieksa,,"{'message': 0.0065, 'country': 'FI', 'sunrise': 1561852378, 'sunset': 1561925624}",10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.04, 'deg': 352.633}"
287,stations,{'all': 0},200,"{'lon': 4.24, 'lat': 48.95}",1561859646.0,2995603.0,"{'temp': 65.14, 'pressure': 1013, 'humidity': 72, 'temp_min': 62.01, 'temp_max': 68}",,Saint-Pierre,,"{'type': 1, 'id': 6535, 'message': 0.007, 'country': 'FR', 'sunrise': 1561866135, 'sunset': 1561924244}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 170}"
288,stations,{'all': 0},200,"{'lon': -81.71, 'lat': 43.74}",1561859646.0,5962442.0,"{'temp': 64.83, 'pressure': 1015, 'humidity': 89, 'temp_min': 64, 'temp_max': 66}",,Goderich,,"{'type': 3, 'id': 2009394, 'message': 0.0074, 'country': 'CA', 'sunrise': 1561801657, 'sunset': 1561857161}",-14400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.59, 'deg': 218.503}"
289,stations,{'all': 1},200,"{'lon': -96.37, 'lat': 33.99}",1561859646.0,4535414.0,"{'temp': 75.54, 'pressure': 1017, 'humidity': 78, 'temp_min': 70, 'temp_max': 80.01}",,Durant,,"{'type': 1, 'id': 4301, 'message': 0.0074, 'country': 'US', 'sunrise': 1561807016, 'sunset': 1561858839}",-18000.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 100}"
290,stations,{'all': 100},200,"{'lon': 161.3, 'lat': 68.75}",1561859646.0,2126199.0,"{'temp': 40.89, 'pressure': 1004.39, 'humidity': 87, 'temp_min': 40.89, 'temp_max': 40.89, 'sea_level': 1004.39, 'grnd_level': 1003.77}",,Cherskiy,{'3h': 0.438},"{'message': 0.0061, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 8.66, 'deg': 322.343}"
291,stations,{'all': 75},200,"{'lon': 72.89, 'lat': 2.67}",1561859647.0,1337607.0,"{'temp': 84.04, 'pressure': 1010.19, 'humidity': 76, 'temp_min': 84.04, 'temp_max': 84.04, 'sea_level': 1010.19, 'grnd_level': 1009.98}",,Kudahuvadhoo,,"{'message': 0.0057, 'country': 'MV', 'sunrise': 1561856619, 'sunset': 1561900803}",18000.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 12.12, 'deg': 347.354}"
292,stations,{'all': 100},200,"{'lon': 80.37, 'lat': 22.6}",1561859647.0,1263852.0,"{'temp': 82.98, 'pressure': 1000.56, 'humidity': 65, 'temp_min': 82.98, 'temp_max': 82.98, 'sea_level': 1000.56, 'grnd_level': 946.68}",,Mandla,,"{'message': 0.0068, 'country': 'IN', 'sunrise': 1561852610, 'sunset': 1561901221}",19800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 11.99, 'deg': 306.584}"
293,stations,{'all': 75},200,"{'lon': 145.57, 'lat': 43.32}",1561859647.0,2128975.0,"{'temp': 60.8, 'pressure': 1005, 'humidity': 77, 'temp_min': 60.8, 'temp_max': 60.8}",,Nemuro,,"{'type': 1, 'id': 7976, 'message': 0.007, 'country': 'JP', 'sunrise': 1561833613, 'sunset': 1561888918}",32400.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 3.36, 'deg': 140}"
294,stations,{'all': 0},200,"{'lon': 30.82, 'lat': 69.43}",1561859647.0,464790.0,"{'temp': 41, 'pressure': 998, 'humidity': 75, 'temp_min': 41, 'temp_max': 41}",,Zapolyarnyy,,"{'type': 1, 'id': 1639, 'message': 0.0074, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 11.41, 'deg': 250}"
295,stations,{'all': 0},200,"{'lon': -59.81, 'lat': -3.2}",1561859647.0,3402920.0,"{'temp': 80.94, 'pressure': 1012, 'humidity': 74, 'temp_min': 78.8, 'temp_max': 84.2}",,Careiro da Varzea,,"{'type': 1, 'id': 8412, 'message': 0.0077, 'country': 'BR', 'sunrise': 1561802665, 'sunset': 1561845639}",-14400.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 70}"
296,,,404,,,,,city not found,,,,,,,
297,stations,{'all': 72},200,"{'lon': -137.51, 'lat': 60.75}",1561859647.0,5969025.0,"{'temp': 75.69, 'pressure': 1019.21, 'humidity': 41, 'temp_min': 75.69, 'temp_max': 75.69, 'sea_level': 1019.21, 'grnd_level': 889.88}",,Haines Junction,,"{'message': 0.0068, 'country': 'CA', 'sunrise': 1561808486, 'sunset': 1561877119}",-25200.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 0.51, 'deg': 1.014}"
298,stations,{'all': 55},200,"{'lon': -65.37, 'lat': -1.83}",1561859648.0,3663475.0,"{'temp': 73.08, 'pressure': 1012.44, 'humidity': 97, 'temp_min': 73.08, 'temp_max': 73.08, 'sea_level': 1012.44, 'grnd_level': 1007.26}",,Maraa,,"{'message': 0.0064, 'country': 'BR', 'sunrise': 1561803858, 'sunset': 1561847115}",-14400.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.44, 'deg': 23.545}"
299,stations,{'all': 0},200,"{'lon': 20.35, 'lat': 40.23}",1561859648.0,782070.0,"{'temp': 71.01, 'pressure': 1021, 'humidity': 66, 'temp_min': 71.01, 'temp_max': 71.01}",,Permet,,"{'type': 3, 'id': 2001605, 'message': 0.0056, 'country': 'AL', 'sunrise': 1561864316, 'sunset': 1561918328}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 1.01, 'deg': 141, 'gust': 1.79}"
300,stations,{'all': 0},200,"{'lon': 82.6, 'lat': 54.81}",1561859648.0,1486371.0,"{'temp': 53.6, 'pressure': 1018, 'humidity': 76, 'temp_min': 53.6, 'temp_max': 53.6}",,Yarkovo,,"{'type': 1, 'id': 8958, 'message': 0.0069, 'country': 'RU', 'sunrise': 1561845316, 'sunset': 1561907445}",25200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.71, 'deg': 360}"
301,,,404,,,,,city not found,,,,,,,
302,stations,{'all': 100},200,"{'lon': 117.63, 'lat': 3.3}",1561859648.0,1624725.0,"{'temp': 79.29, 'pressure': 1009.91, 'humidity': 85, 'temp_min': 79.29, 'temp_max': 79.29, 'sea_level': 1009.91, 'grnd_level': 1008.99}",,Tarakan,,"{'message': 0.0067, 'country': 'ID', 'sunrise': 1561845815, 'sunset': 1561890129}",28800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 7.47, 'deg': 204.936}"
303,stations,{'all': 1},200,"{'lon': -101.3, 'lat': 48.23}",1561859648.0,5690532.0,"{'temp': 79.68, 'pressure': 1013, 'humidity': 69, 'temp_min': 77, 'temp_max': 82.99}",,Minot,,"{'type': 1, 'id': 4955, 'message': 0.0082, 'country': 'US', 'sunrise': 1561805244, 'sunset': 1561862978}",-18000.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 230}"
304,stations,{'all': 0},200,"{'lon': 32.84, 'lat': 36.08}",1561859649.0,323828.0,"{'temp': 86, 'pressure': 1004, 'humidity': 28, 'temp_min': 86, 'temp_max': 86}",,Anamur,,"{'type': 1, 'id': 7014, 'message': 0.0068, 'country': 'TR', 'sunrise': 1561862075, 'sunset': 1561914574}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 12.75, 'deg': 20}"
305,stations,{'all': 90},200,"{'lon': 147.14, 'lat': -41.43}",1561859649.0,2160517.0,"{'temp': 50.18, 'pressure': 1006, 'humidity': 66, 'temp_min': 48.2, 'temp_max': 53.01}",,Launceston,{'1h': 0.25},"{'type': 1, 'id': 9549, 'message': 0.0062, 'country': 'AU', 'sunrise': 1561844315, 'sunset': 1561877462}",36000.0,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 17.22, 'deg': 330}"
306,stations,{'all': 75},200,"{'lon': -81.13, 'lat': 22.53}",1561859649.0,3556437.0,"{'temp': 73.4, 'pressure': 1018, 'humidity': 100, 'temp_min': 73.4, 'temp_max': 73.4}",,Jaguey Grande,,"{'type': 1, 'id': 7254, 'message': 0.0058, 'country': 'CU', 'sunrise': 1561804969, 'sunset': 1561853570}",-14400.0,9000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",{'speed': 3.36}
307,stations,{'all': 75},200,"{'lon': -149.27, 'lat': -17.83}",1561859649.0,4033543.0,"{'temp': 78.35, 'pressure': 1012, 'humidity': 61, 'temp_min': 78.01, 'temp_max': 78.8}",,Teahupoo,,"{'type': 1, 'id': 7318, 'message': 0.0061, 'country': 'PF', 'sunrise': 1561825699, 'sunset': 1561865551}",-36000.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 70}"
308,,,404,,,,,city not found,,,,,,,
309,stations,{'all': 99},200,"{'lon': 39.05, 'lat': 3.52}",1561859649.0,186180.0,"{'temp': 65.68, 'pressure': 1015.99, 'humidity': 73, 'temp_min': 65.68, 'temp_max': 65.68, 'sea_level': 1015.99, 'grnd_level': 917.42}",,Moyale,,"{'message': 0.0061, 'country': 'ET', 'sunrise': 1561864654, 'sunset': 1561909013}",10800.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 7.29, 'deg': 142.729}"
310,stations,{'all': 0},200,"{'lon': -54.64, 'lat': -16.46}",1561859650.0,3450909.0,"{'temp': 71.53, 'pressure': 1014.23, 'humidity': 53, 'temp_min': 71.53, 'temp_max': 71.53, 'sea_level': 1014.23, 'grnd_level': 981.39}",,Rondonopolis,,"{'message': 0.006, 'country': 'BR', 'sunrise': 1561802832, 'sunset': 1561842990}",-14400.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.59, 'deg': 67.462}"
311,stations,{'all': 0},200,"{'lon': 21.48, 'lat': 65.32}",1561859650.0,603570.0,"{'temp': 43.65, 'pressure': 1005, 'humidity': 52, 'temp_min': 43, 'temp_max': 44.6}",,Pitea,,"{'type': 1, 'id': 1775, 'message': 0.0073, 'country': 'SE', 'sunrise': 1561851221, 'sunset': 1561930881}",7200.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.82, 'deg': 300}"
312,stations,{'all': 90},200,"{'lon': -68.59, 'lat': 70.47}",1561859650.0,5924351.0,"{'temp': 30.2, 'pressure': 1020, 'humidity': 100, 'temp_min': 30.2, 'temp_max': 30.2}",,Clyde River,,"{'type': 1, 'id': 776, 'message': 0.0081, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-14400.0,201.0,"[{'id': 602, 'main': 'Snow', 'description': 'heavy snow', 'icon': '13d'}]","{'speed': 8.05, 'deg': 110}"
313,stations,{'all': 39},200,"{'lon': 166.45, 'lat': -22.15}",1561859650.0,2141394.0,"{'temp': 73.4, 'pressure': 1009, 'humidity': 78, 'temp_min': 73.4, 'temp_max': 73.4}",,Dumbea,{'3h': 0.625},"{'type': 1, 'id': 7344, 'message': 0.0064, 'country': 'NC', 'sunrise': 1561836830, 'sunset': 1561875678}",39600.0,10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 5.82, 'deg': 230}"
314,stations,{'all': 100},200,"{'lon': 153.71, 'lat': 67.46}",1561859650.0,2121025.0,"{'temp': 55.96, 'pressure': 1006.5, 'humidity': 56, 'temp_min': 55.96, 'temp_max': 55.96, 'sea_level': 1006.5, 'grnd_level': 1003.35}",,Srednekolymsk,,"{'message': 0.0082, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",39600.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 7.52, 'deg': 330.026}"
315,stations,{'all': 0},200,"{'lon': 42.56, 'lat': 16.89}",1561859650.0,105299.0,"{'temp': 95, 'pressure': 1001, 'humidity': 59, 'temp_min': 95, 'temp_max': 95}",,Jizan,,"{'type': 1, 'id': 7407, 'message': 0.0073, 'country': 'SA', 'sunrise': 1561862368, 'sunset': 1561909614}",10800.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 90}"
316,stations,{'all': 100},200,"{'lon': 135.83, 'lat': 46.45}",1561859651.0,2013279.0,"{'temp': 72.21, 'pressure': 1001.51, 'humidity': 58, 'temp_min': 72.21, 'temp_max': 72.21, 'sea_level': 1001.51, 'grnd_level': 952.25}",,Vostok,,"{'message': 0.0065, 'country': 'RU', 'sunrise': 1561835213, 'sunset': 1561891994}",36000.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 2.66, 'deg': 91.631}"
317,stations,{'all': 1},200,"{'lon': -87.76, 'lat': 35.32}",1561859651.0,4666247.0,"{'temp': 76.73, 'pressure': 1019, 'humidity': 88, 'temp_min': 73.99, 'temp_max': 79}",,Waynesboro,,"{'type': 1, 'id': 5884, 'message': 0.007, 'country': 'US', 'sunrise': 1561804731, 'sunset': 1561856990}",-18000.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.13, 'deg': 112.045}"
318,stations,{'all': 20},200,"{'lon': 110.32, 'lat': 54.33}",1561859651.0,2021188.0,"{'temp': 66.69, 'pressure': 1011.98, 'humidity': 36, 'temp_min': 66.69, 'temp_max': 66.69, 'sea_level': 1011.98, 'grnd_level': 862.73}",,Kurumkan,,"{'message': 0.006, 'country': 'RU', 'sunrise': 1561838854, 'sunset': 1561900599}",28800.0,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 6.13, 'deg': 105.773}"
319,stations,{'all': 97},200,"{'lon': 97.21, 'lat': 19.67}",1561859651.0,1313479.0,"{'temp': 72.97, 'pressure': 1005.8, 'humidity': 83, 'temp_min': 72.97, 'temp_max': 72.97, 'sea_level': 1005.8, 'grnd_level': 871.99}",,Loikaw,{'3h': 0.25},"{'message': 0.0072, 'country': 'MM', 'sunrise': 1561848925, 'sunset': 1561896822}",23400.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 4, 'deg': 185.316}"
320,stations,{'all': 0},200,"{'lon': 33.8, 'lat': -3.17}",1561859651.0,151211.0,"{'temp': 62.21, 'pressure': 1015.18, 'humidity': 72, 'temp_min': 62.21, 'temp_max': 62.21, 'sea_level': 1015.18, 'grnd_level': 877.47}",,Sola,,"{'message': 0.0061, 'country': 'TZ', 'sunrise': 1561866603, 'sunset': 1561909585}",10800.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.53, 'deg': 116.142}"
321,stations,{'all': 69},200,"{'lon': 119.32, 'lat': 53.56}",1561859651.0,2021980.0,"{'temp': 72.83, 'pressure': 1008.33, 'humidity': 33, 'temp_min': 72.83, 'temp_max': 72.83, 'sea_level': 1008.33, 'grnd_level': 913.37}",,Davenda,,"{'message': 0.0062, 'country': 'RU', 'sunrise': 1561836992, 'sunset': 1561898140}",32400.0,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 7.27, 'deg': 35.595}"
322,stations,{'all': 0},200,"{'lon': 153.41, 'lat': -28}",1561859652.0,2165087.0,"{'temp': 71.55, 'pressure': 1021, 'humidity': 77, 'temp_min': 69.01, 'temp_max': 73.99}",,Gold Coast,,"{'type': 1, 'id': 9486, 'message': 0.0079, 'country': 'AU', 'sunrise': 1561840696, 'sunset': 1561878072}",36000.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.7, 'deg': 20}"
323,stations,{'all': 40},200,"{'lon': -69.22, 'lat': -51.62}",1561859652.0,3838859.0,"{'temp': 32, 'pressure': 1014, 'humidity': 77, 'temp_min': 32, 'temp_max': 32}",,Rio Gallegos,,"{'type': 1, 'id': 8293, 'message': 0.0073, 'country': 'AR', 'sunrise': 1561812276, 'sunset': 1561840545}",-10800.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 9.17, 'deg': 230}"
324,stations,{'all': 75},200,"{'lon': -70.21, 'lat': 44.1}",1561859413.0,4969398.0,"{'temp': 65.88, 'pressure': 1009, 'humidity': 77, 'temp_min': 61, 'temp_max': 71.6}",,Lewiston,,"{'type': 1, 'id': 5454, 'message': 0.0122, 'country': 'US', 'sunrise': 1561798814, 'sunset': 1561854482}",-14400.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 130}"
325,stations,{'all': 75},200,"{'lon': -134.42, 'lat': 58.3}",1561859460.0,5554072.0,"{'temp': 80.6, 'pressure': 1018, 'humidity': 42, 'temp_min': 80.6, 'temp_max': 80.6}",,Juneau,,"{'type': 1, 'id': 7729, 'message': 0.0083, 'country': 'US', 'sunrise': 1561809312, 'sunset': 1561874809}",-28800.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 4.7, 'deg': 80}"
326,stations,{'all': 0},200,"{'lon': 23.69, 'lat': 3.81}",1561859652.0,218253.0,"{'temp': 67.28, 'pressure': 1010.99, 'humidity': 87, 'temp_min': 67.28, 'temp_max': 67.28, 'sea_level': 1010.99, 'grnd_level': 949.85}",,Bondo,,"{'message': 0.0075, 'country': 'CD', 'sunrise': 1561868311, 'sunset': 1561912730}",7200.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 0.96, 'deg': 25.486}"
327,stations,{'all': 100},200,"{'lon': -179.17, 'lat': 66.32}",1561859652.0,4031742.0,"{'temp': 42.35, 'pressure': 1007.78, 'humidity': 87, 'temp_min': 42.35, 'temp_max': 42.35, 'sea_level': 1007.78, 'grnd_level': 948.55}",,Egvekinot,,"{'message': 0.0063, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",43200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 9.82, 'deg': 166.653}"
328,stations,{'all': 75},200,"{'lon': 57.76, 'lat': -20.34}",1561859653.0,1106677.0,"{'temp': 66.42, 'pressure': 1022, 'humidity': 82, 'temp_min': 64.99, 'temp_max': 68}",,Bambous Virieux,,"{'type': 1, 'id': 2061, 'message': 0.0074, 'country': 'MU', 'sunrise': 1561862703, 'sunset': 1561901983}",14400.0,4000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]","{'speed': 12.28, 'deg': 102.572}"
329,stations,{'all': 0},200,"{'lon': 10.67, 'lat': 35.62}",1561859653.0,2469255.0,"{'temp': 77.95, 'pressure': 1014, 'humidity': 65, 'temp_min': 75.2, 'temp_max': 80.6}",,Manzil Kamil,,"{'type': 1, 'id': 1193, 'message': 0.0081, 'country': 'TN', 'sunrise': 1561867475, 'sunset': 1561919817}",3600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 280}"
330,stations,{'all': 75},200,"{'lon': 81.12, 'lat': 6.12}",1561859653.0,1244926.0,"{'temp': 80.6, 'pressure': 1008, 'humidity': 94, 'temp_min': 80.6, 'temp_max': 80.6}",,Hambantota,,"{'type': 1, 'id': 9124, 'message': 0.0083, 'country': 'LK', 'sunrise': 1561854285, 'sunset': 1561899186}",19800.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 9.17, 'deg': 220}"
331,stations,{'all': 75},200,"{'lon': -104.67, 'lat': 23.99}",1561859653.0,4011743.0,"{'temp': 76.06, 'pressure': 1021, 'humidity': 15, 'temp_min': 68, 'temp_max': 82.4}",,Constitucion,,"{'type': 1, 'id': 7113, 'message': 0.0069, 'country': 'MX', 'sunrise': 1561810435, 'sunset': 1561859405}",-18000.0,22530.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 13.87, 'deg': 50}"
332,stations,{'all': 98},200,"{'lon': 179.32, 'lat': 63.05}",1561859653.0,2126710.0,"{'temp': 49.14, 'pressure': 1008.45, 'humidity': 75, 'temp_min': 49.14, 'temp_max': 49.14, 'sea_level': 1008.45, 'grnd_level': 991.53}",,Beringovskiy,,"{'message': 0.0058, 'country': 'RU', 'sunrise': 1561816814, 'sunset': 1561889515}",43200.0,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 7.43, 'deg': 216.704}"
333,stations,{'all': 1},200,"{'lon': -104.69, 'lat': 40.38}",1561859653.0,5576909.0,"{'temp': 82.87, 'pressure': 1022, 'humidity': 21, 'temp_min': 75.99, 'temp_max': 89.6}",,Evans,,"{'type': 1, 'id': 3958, 'message': 0.0101, 'country': 'US', 'sunrise': 1561807879, 'sunset': 1561861970}",-21600.0,16093.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 18.34, 'deg': 150, 'gust': 12.3}"
334,stations,{'all': 90},200,"{'lon': -80.61, 'lat': 51.26}",1561859654.0,6078372.0,"{'temp': 50, 'pressure': 1018, 'humidity': 93, 'temp_min': 50, 'temp_max': 50}",,Moose Factory,,"{'type': 1, 'id': 860, 'message': 0.0092, 'country': 'CA', 'sunrise': 1561799367, 'sunset': 1561858922}",-14400.0,14484.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 5.82, 'deg': 330}"
335,stations,{'all': 90},200,"{'lon': 9.55, 'lat': 56.17}",1561859654.0,2614030.0,"{'temp': 53.17, 'pressure': 1012, 'humidity': 87, 'temp_min': 48.99, 'temp_max': 57}",,Silkeborg,,"{'type': 1, 'id': 1579, 'message': 0.0058, 'country': 'DK', 'sunrise': 1561862264, 'sunset': 1561925565}",7200.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]","{'speed': 6.93, 'deg': 160}"
336,stations,{'all': 0},200,"{'lon': -8.45, 'lat': 37.14}",1561859654.0,2267254.0,"{'temp': 68.9, 'pressure': 1015, 'humidity': 83, 'temp_min': 66.99, 'temp_max': 70}",,Lagoa,,"{'type': 1, 'id': 6892, 'message': 0.0078, 'country': 'PT', 'sunrise': 1561871803, 'sunset': 1561924667}",3600.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 4.7, 'deg': 360}"
337,stations,{'all': 4},200,"{'lon': 147.4, 'lat': -19.58}",1561859654.0,2177413.0,"{'temp': 75.99, 'pressure': 1018, 'humidity': 51, 'temp_min': 75.99, 'temp_max': 75.99}",,Ayr,,"{'type': 3, 'id': 2003697, 'message': 0.0082, 'country': 'AU', 'sunrise': 1561841100, 'sunset': 1561880553}",36000.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.38, 'deg': 145.133}"
338,stations,{'all': 100},200,"{'lon': 166.44, 'lat': 68.06}",1561859654.0,2126682.0,"{'temp': 45.52, 'pressure': 1001.85, 'humidity': 87, 'temp_min': 45.52, 'temp_max': 45.52, 'sea_level': 1001.85, 'grnd_level': 921}",,Bilibino,{'3h': 0.875},"{'message': 0.0084, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",43200.0,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 7.72, 'deg': 229.017}"
